doc_id,text,p_green,u,llm_green_suggested,llm_confidence,llm_rationale,is_green_human,human_notes
9284631,"1. A hypereutectic white iron alloy, wherein the alloy comprises, in weight percent based on a total weight of the alloy: remainder Fe and unavoidable impurities, provided that a carbonitride volume fraction (CNVF): (% C+% N)×12.33+(% Cr+% M)×0.55−15.2 equals at least 50, % M representing a total percentage of V, Mo, Nb, and Ti.",0.49804539782772456,0.9960907956554491,,,,,
8589718,"1. A performance scaling device, adaptable to a processor which supports fine-grain performance scaling, the performance scaling device comprising: a variable-latency datapath, comprising a plurality of power domains, wherein an operation latency is generated according to the variable-latency datapath; a voltage scaling unit, generating a plurality of operation voltages and transmitting the operation voltages respectively to the power domains of the variable-latency datapath; and a latency prediction unit, receiving a system latency tolerance and the operation latency and generating a voltage scaling signal according to the system latency tolerance and the operation latency for the voltage scaling unit, so as to control the voltage scaling unit to output and scale the operation voltages of the power domains.",0.4980099654960532,0.9960199309921064,,,,,
8650629,1. An apparatus comprising: a system-on-a-chip (SoC) including:,0.5020243949912233,0.9959512100175534,,,,,
9578600,"1. A method for determining whether an enhanced physical downlink control channel (ePDCCH) transmission exists for a user equipment (UE) in a subframe, the method comprising the steps of: receiving, at the UE, a transmission on physical downlink control channel (PDCCH) resources of the subframe; extracting downlink control information (DCI) from the PDCCH resources, the DCI comprising at least one bit indicating whether the ePDCCH transmission exists for the UE in the subframe; determining, at the UE, whether the ePDCCH transmission exists using the at least one bit; and buffering and decoding additional symbols of the subframe when the ePDCCH transmission exists, wherein the at least one bit comprises two bits indicating one of absence of the ePDCCH transmission for the UE, presence of the ePDCCH transmission carrying an uplink assignment or power control information for the UE, and presence of the ePDCCH transmission carrying a downlink assignment for the UE, and wherein, when the two bits indicate the presence of the ePDCCH transmission carrying the uplink assignment or power control information, buffering and decoding the additional symbols comprises: buffering and decoding only resources corresponding to the ePDCCH transmission for the UE; and ignoring remaining physical resource blocks (PRBs) of the subframe.",0.5021434453554628,0.9957131092890743,,,,,
9591444,"1. A method of detecting a geofence crossing, comprising: Kalman filtering a plurality of past individual location fixes retrieved for a wireless device to produce a latest Kalman-filtered location of said wireless device; determining movement of a target device in a direction away from a geofence boundary; dynamically determining a more energy efficient location fix before a subsequent Kalman-filtered location of said wireless device, said more energy efficient location fix being determined based on a direction of said wireless device relative to said geofence boundary.",0.497844741788453,0.995689483576906,,,,,
9745308,"1. A compound of formula (I): wherein R R R Cy is a heteroaryl, which may be optionally and independently substituted by one or more of halogen, —OH, —(CH R Z, when present, is —O—, —NH—, —C(O)—, —NHC(O)—, —C(O)NH—, —S—, —S(O)—, or —S(O) m is zero or 1; n is 1 or 2; p at each occurrence independently is zero or an integer ranging from 1 to 3; or a pharmaceutically acceptable salt thereof.",0.502356830784517,0.995286338430966,,,,,
9504969,"1. Procedure for liquefying sludge, including: providing a sludge-shearing vessel; the vessel is equipped with operable shearing blades; the blades are of such size and robustness as to be effective, when operated, to shear sludge residing in the vessel; providing a vessel-body of sludge; the vessel-body of sludge includes organic solids and water; a substantial component of the vessel-body of sludge is in the form of bio-cellular strands; providing a vessel-quantity of a biological thickener substance; the chemical and physical characteristics of the thickener are such that, when the thickener is mixed with the water, a viscous liquid is formed, being a liquid having a viscosity that is substantially greater than that of the water; placing the vessel-body of sludge and the vessel-quantity of thickener together in the vessel; forming a viscous vessel-mixture by mixing the water of the vessel-body of sludge with the vessel-quantity of thickener, the solids being dispersed in the viscous vessel-mixture; so operating the shearing blades as to subject the vessel-mixture to violent shearing; operating the shearing blades with enough energy to liquefy the sludge; and transferring the liquefied sludge out of the vessel.",0.5023682624919226,0.9952634750161549,,,,,
9627579,"1. An LED device capable of emitting electromagnetic radiation ranging from about 200 nm to 365 nm, the device comprising: a substrate member, the substrate member being selected from sapphire, silicon, quartz, gallium nitride, gallium aluminum nitride, or others; a sloped mesa region; an active region overlying the substrate region, the active region comprising a light emitting spatial region comprising a p-n junction, the light emitting spatial region configured with the sloped mesa region such that a ratio of the sloped mesa region to the light emitting spatial region ranges from 1 to 4, the light emitting spatial region characterized by a concentrated current region; an optical structure spatially disposed separate and apart the light emitting spatial region and is configured to facilitate light extraction from the active region.",0.49755458393999247,0.9951091678799849,,,,,
8945974,"1. A method of manufacturing an organic light-emitting display device, the method comprising: fixing a substrate onto an electrostatic chuck; combining the electrostatic chuck with a chuck moving member; moving the electrostatic chuck along a guide member into a chamber by using the chuck moving member; and depositing an organic layer on the substrate while moving the substrate with respect to an organic layer deposition assembly arranged in the chamber, wherein the chuck moving member is moved along the guide member by an association of a chain, unit and a hook unit, and wherein the substrate is spaced apart from the organic layer deposition assembly.",0.5025208934389029,0.9949582131221941,,,,,
9570633,"1. A semiconductor package, comprising: a substrate having at least one light sensor or at least one thermal sensor, a first surface, a second surface opposite to the first surface, and a sidewall that is adjacent to the first and second surfaces, wherein the at least one light sensor or the at least one thermal sensor is disposed on the first surface, wherein the first surface of the substrate has at least one electrical connecting pad that protrudes from the sidewall, wherein the second surface of the substrate has an opening to expose the at least one light sensor or the at least one thermal sensor, and wherein the sidewall faces away from the opening; at least one support disposed on the first surface of the substrate; a cover disposed on the at least one support, such that the cover is above the at least one light sensor or the at least one thermal sensor to form a first space between the cover and the at least one light sensor or between the cover and the at least one thermal sensor; a plate placed on the second surface of the substrate to cover the opening, such that a second space is formed between the plate and the at least one light sensor or between the plate and the at least one thermal sensor; and an isolation layer between the second surface of the substrate and the plate, and covering the sidewall of the substrate and the at least one electrical connecting pad that protrudes from the sidewall, wherein the isolation layer does not extend beyond a top most surface of the plate adjacent the second surface of the substrate.",0.4974341780759831,0.9948683561519662,,,,,
9657809,"1. A crankshaft comprising: a cheek; a torsion-absorbing pendulum pivotally coupled to the cheek with a fulcrum pin; and a rotational speed actuated brake including a valve configured to release, when open, a lubricant jet to oppose motion of the pendulum relative to the cheek and further configured to cut off the lubricant jet when closed, the brake configured to provide greater opposition to the motion at lower rotational speeds than at higher rotational speeds via the valve.",0.4973001812071422,0.9946003624142844,,,,,
8729113,"1. A compound selected from the group consisting of (S)-4-[2-(4-benzyl-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[2-(4′-fluoro-biphenyl-4-yloxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[2-(4-chloro-3-fluoro-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[2-(4-bromo-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[2-(3,4-dichloro-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[2-(4-chloro-2-fluoro-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[2-(4-methoxy-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[2-(4-trifluoromethyl-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; 3-[2-((S)-2-amino-4,5-dihydro-oxazol-4-yl)-ethoxy]-benzonitrile; 3-[4-(S)-2-amino-4,5-dihydro-oxazol-4-yl)-ethoxy]-benzoic acid methyl ester; (S)-4-[2-(3,5-difluoro-phenoxy)-ethyl]-4,5-dihydro-oxazol-2-ylamine; 3-[2-((S)-2-amino-4,5-dihydro-oxazol-4-yl)-ethoxy]-benzoic acid benzyl ester; (S)-4-[(S)-2-(4-chloro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-fluoro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3-chloro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3,4-difluoro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-chloro-3-fluoro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-bromo-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3-chloro-4-fluoro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-chloro-2-fluoro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(2,4-difluoro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3,4-dichloro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; 3-[(S)-2-(S)-2-amino-4,5-dihydro-oxazol-4-yl)-1-methyl-ethoxy]-benzonitrile; (S)-4-[(S)-2-(4-phenoxy-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-(S)-2-phenoxy-propyl)-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(R)-2-(3-chloro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(R)-2-(3-chloro-4-fluoro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(R)-2-(3,4-dichloro-phenoxy)-propyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-chloro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-(S)-2-phenoxy-butyl)-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-bromo-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3-chloro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-chloro-3-fluoro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(2,4-difluoro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-fluoro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3,4-difluoro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3-chloro-4-fluoro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-trifluoromethyl-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3,4-dichloro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(4-chloro-2-fluoro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(3-benzyloxy-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; 3-[(S)-1-((S)-2-amino-4,5-dihydro-oxazol-4-ylmethyl)-propoxy]-phenol; (S)-4-[(S)-2-(2,4,5-trifluoro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(naphthalen-2-yloxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-2-(2,4-dichloro-phenoxy)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-3-(4-fluoro-phenyl)-butyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(R)-3-(4-fluoro-phenyl)-butyl]-4,5-dihydro-oxazol-2-ylamine; (4 S)-4-[3-(3,5-difluoro-phenyl)-pentyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-[(S)-1-(4-fluoro-phenyl)-ethoxymethyl]-4,5-dihydro-oxazol-2-ylamine; (S)-4-((S)-1-phenyl-propoxymethyl)-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(4-fluoro-phenyl)-cyclopropyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(2,4-difluoro-phenyl)-cyclopropyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(3-chloro-4-fluoro-phenyl)-cyclopropyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(3,4-difluoro-phenyl)-cyclopropyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(4-chloro-phenyl)-cyclobutyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(3,5-difluoro-phenyl)-cyclopropyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(3-chloro-5-fluoro-phenyl)-cyclopropyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[1-(4-bromo-phenyl)-cyclopropyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; (S)-4-{2-[(3-chloro-phenyl)-dimethyl-silanyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine; and (S)-4-{2-[(4-chloro-phenyl)-dimethyl-silanyl]-ethyl}-4,5-dihydro-oxazol-2-ylamine.",0.5027088068722695,0.994582386255461,,,,,
9175249,"1. A sterile, aqueous ophthalmic composition comprising an ethyleneoxide butyleneoxide (EO-BO) block copolymer of the formula (EO) m (BO) n and a galactomannan, and wherein m has an average value of 45 and n has an average value of 9 to 18.",0.5028573561573735,0.994285287685253,,,,,
8395314,"1. A light-emitting element comprising: a cathode; an anode; a first light-emitting layer that is disposed between the cathode and the anode and is constituted by containing a host material and a guest material added to the host material and being a red light-emitting material that emits light in red as a first color; a second light-emitting layer that is disposed between the first light-emitting layer and the cathode and is constituted by containing a host material and a guest material added to the host material and being a second color light-emitting material that emits light in a second color; a third light-emitting layer that is disposed between the second light-emitting layer and the cathode and is constituted by containing a host material and a guest material added to the host material and being a third color light-emitting material that emits light in a third color; a first interlayer that is disposed between the first light-emitting layer and the second light-emitting layer so as to be in contact with them and is constituted by containing the same or the same type of material as the host material of the first light-emitting layer and not substantially containing materials having a light-emitting property, for adjusting movement of holes and electrons between the first light-emitting layer and the second light-emitting layer; and a second interlayer that is disposed between the second light-emitting layer and the third light-emitting layer so as to be in contact with them and is constituted by containing the same or the same type of material as the host material of the second light-emitting layer and/or the host material of the third light-emitting layer and not substantially containing materials having a light-emitting property, for adjusting movement of holes and electrons between the second light-emitting layer and the third light-emitting layer, the host material of the second light-emitting layer and/or the host material of the third light-emitting layer containing an anthracene-based material.",0.5028861464483448,0.9942277071033103,,,,,
8460525,"1. A device for use in assaying glycated hemoglobin in a blood, blood-containing, or blood-derived sample, comprising: an electrochemical cell comprising:",0.4968585777338007,0.9937171554676014,,,,,
9412986,"1. A separator structure for separation of electrodes in an electrochemical cell, the separator structure being in the form of a flat, but foldable or rollable porous layer having a thickness no greater than about fifty micrometers, the separator layer structure comprising micro-fibrillated nanofibers comprising stems with fibrillated, branching fibers, the micro-fibrillated nanofibers having lengths ranging from about five micrometers to a thousand micrometers and a combined specific surface area of from about 50 m 2 /g to about 300 m 2 /g, the micro-fibrillated nanofibers being randomly-oriented in the flat porous layer, and intermixed and spaced-apart with ceramic particles, the micro-fibrillated nanofiber stems having diameters in a range of about 0.01 to about 0.1 micrometers and the overall diameters of the micro-fibrillated nanofiber fiber stems and the branching fibers being up to 2 micrometers, the flat layer separator structure being porous for infiltration with a liquid electrolyte, the separator structure being resistant to shrinkage when heated to temperatures up to 150° C., the composition of the micro-fibrillated nanofibers being selected from the group consisting of cellulose, poly(acrylonitrile), polyamides, and polyethylene terephthalate, and the separator structure having a pore volume that is 20% to 90% of the outline volume of the separator structure.",0.5031621456522523,0.9936757086954955,,,,,
9498800,"1. A method for removing impurities from shredded plastic ( 56 ) using an apparatus comprising a first cleaning disk ( 10 ) with a first cleaning surface ( 12 ) and a second cleaning disk ( 40 ) with a second cleaning surface ( 42 ), wherein the cleaning surfaces ( 12 , 42 ) lie opposite each other and define amongst each other a cleaning gap ( 44 ), further comprising a drive device, with which at least one of the cleaning disks ( 12 , 42 ) is rotatable around its rotational axis ( 22 ) and a feeding device, with which the shredded plastic 56 can be fed between the cleaning disks ( 10 , 40 ), wherein the cleaning surfaces ( 12 , 42 ) of the cleaning disks ( 10 , 40 ) each have a plurality of cleanings ribs ( 18 , 46 ) extending between an inner and an outer edge ( 14 , 16 ) of the cleaning surfaces ( 12 , 42 ), wherein at least one flank ( 24 , 28 ) of the cleaning ribs ( 18 , 46 ) is tilted or bent with respect to an axial direction of the respective cleaning disk ( 10 , 40 ), several cleaning webs ( 20 , 48 ) progressing transversely to an extension direction of the cleaning ribs ( 18 , 46 ) are arranged between at least some of the adjacent cleaning ribs ( 18 , 46 ) the cleaning webs ( 20 , 48 ) of the first and/or second cleaning disk ( 10 , 40 ) each rise in a ramp-like manner in a radial direction of the cleaning disks ( 10 , 40 ) and the cleaning webs ( 20 , 48 ) of the first cleaning disk ( 10 , 40 ) have a lower height than the cleaning ribs ( 18 , 46 ) of the first cleaning disk ( 10 ) and/or that the cleaning webs ( 20 , 48 ) of the second cleaning disk ( 48 ) have a lower height than the cleaning ribs ( 18 , 46 ) of the second cleanings disk ( 48 ), wherein said method includes the following steps: at least one cleaning disk ( in which liquid, is fed into the cleaning gap ( wherein shredded plastic ( wherein the shredded plastic (",0.4968315217208274,0.9936630434416548,,,,,
8747264,"1. A belt for a heat engine comprising: a strip of material including a plurality of discrete sections disposed in spaced relationship to one another and extending longitudinally and presenting a first side and a second side, opposing the first side; wherein the strip of material forms a continuous loop; at least one wire extending longitudinally between the discrete sections such that the at least one wire is exposed; wherein the at least one wire is further defined as extending circumferentially about the continuous loop of the strip of material to form a coil; wherein the at least one wire includes a shape memory alloy material; wherein a localized region of the at least one wire is configured to change crystallographic phase from martensite to austenite and thereby contract longitudinally in response to exposure to a first temperature such that the strip of material corresponding to the localized region of the at least one wire also contracts; and wherein the localized region of the wire is also configured to change crystallographic phase from austenite to martensite and thereby expand longitudinally in response to exposure to a second temperature such that the strip of material corresponding to the localized region of the at least one wire also expands.",0.49682118918097234,0.9936423783619447,,,,,
9003068,"1. A computer system, comprising: a host adapter, including:",0.5031984911442959,0.9936030177114081,,,,,
9779617,"1. A leak and overflow detection system for a toilet, comprising: a microcontroller; wetness sensor; and proximity sensor; and wherein false positives in leak detection are reduced by correlating proximity data with wetness sensor data to determine the presence of a human using the toilet.",0.5032218591493309,0.9935562817013381,,,,,
8622011,"1. A floating foundation supporting framework ( 4 ) for offshore structures, comprising buoyancy elements ( 28 , 29 , 30 ) and a supporting framework ( 11 , 12 , 13 , 14 ), wherein the supporting framework ( 11 , 12 , 13 , 14 ) comprises a combination of a shell supporting framework and a bar framework, including cantilevers ( 11 , 12 , 13 ), the cantilevers ( 11 , 12 , 13 ) comprise spatial trussed frameworks with rods that extend radially outward from a central spatial trussed structure ( 14 ), the buoyancy elements ( 28 , 29 , 30 ) are at least partially made of concrete, and the supporting framework ( 11 , 12 , 13 , 14 ) is made of steel, and wherein a hydraulic adjustment arrangement for active leveling of a floating foundation is positioned in the buoyancy elements ( 28 , 29 , 30 ).",0.4967632354358984,0.9935264708717968,,,,,
9719181,"1. A method for providing droplets comprising metal ions, the method comprising: contacting a solvent to a metal to produce solvated metal ions; applying voltage to produce solvent droplets comprising the solvated metal ions; and directing the solvent droplets comprising the solvated metal ions to a mass spectrometer.",0.4966893402689602,0.9933786805379204,,,,,
